0.928318,0.145891,0.693043,0.000000,0.157263,1.849835,1.253891,0.208980,2
0.921012,0.201578,0.788425,0.000000,0.218910,1.519097,0.998673,0.251429,0
0.905925,0.186408,0.835599,0.000000,0.202891,1.595085,1.338666,0.280816,9
0.926795,0.150299,0.705084,0.000000,0.162416,1.817593,1.191293,0.208980,2
0.923610,0.201224,0.759324,0.000000,0.218751,1.519821,0.941274,0.241633,0
0.927800,0.153986,0.709924,0.000000,0.165911,1.796303,1.238545,0.218776,2
0.920113,0.204966,0.780718,0.000000,0.222687,1.501990,1.011783,0.257959,0
0.912733,0.159633,0.787591,0.000000,0.172851,1.755324,1.514375,0.257959,9
0.926182,0.151823,0.711811,0.000000,0.163868,1.808692,1.203803,0.212245,2
0.922135,0.218449,0.792051,0.000000,0.236694,1.440988,0.887680,0.251429,0
0.926982,0.138041,0.681976,0.000000,0.148921,1.904340,1.334435,0.205714,2
0.924690,0.204136,0.769529,0.000000,0.221291,1.508278,0.925056,0.241633,0
0.902703,0.156218,0.804349,0.000000,0.170442,1.769359,1.666925,0.269388,9
0.899716,0.142571,0.802949,0.000000,0.154971,1.864518,2.067647,0.277551,9
0.929347,0.142952,0.678122,0.000000,0.154093,1.870196,1.263167,0.205714,2
0.922939,0.198014,0.768029,0.000000,0.215131,1.536508,0.985210,0.244898,0
0.908406,0.169320,0.830839,0.000000,0.182908,1.698771,1.587546,0.280816,9
0.910102,0.168816,0.831239,0.000000,0.181753,1.705105,1.588882,0.279184,9
0.926803,0.156980,0.717542,0.000000,0.169346,1.775812,1.198905,0.218775,2
0.921579,0.206435,0.793101,0.000000,0.223770,1.497135,0.984982,0.254694,0
0.925756,0.153728,0.724735,0.000000,0.165640,1.797939,1.271512,0.222041,2
0.922993,0.220231,0.795000,0.000000,0.238166,1.434788,0.896605,0.254694,0
0.906909,0.160762,0.809882,0.000000,0.174228,1.747391,1.622820,0.271020,9
0.917876,0.183633,0.840698,0.000000,0.196255,1.628341,1.426509,0.282449,9
0.928035,0.155646,0.709688,0.000000,0.167894,1.784425,1.186791,0.215510,2
0.924406,0.197007,0.766452,0.000000,0.213666,1.543343,0.975391,0.241633,0
0.925503,0.153796,0.719257,0.000000,0.166178,1.794695,1.206227,0.215510,2
0.921517,0.202122,0.804251,0.000000,0.218434,1.521271,1.042166,0.257959,0
0.913091,0.096830,0.643962,0.000000,0.103061,2.272434,2.658507,0.212245,2
0.922714,0.095701,0.573175,0.000000,0.104349,2.260010,1.751263,0.169796,7
0.918440,0.130680,0.724783,0.000000,0.139654,1.968588,1.901106,0.238367,3
0.917198,0.103483,0.648150,0.000000,0.110355,2.204051,2.347260,0.212245,2
0.924427,0.094735,0.570485,0.000000,0.102585,2.277067,1.803066,0.169796,7
0.918593,0.128925,0.715939,0.000000,0.138227,1.978858,1.889551,0.235102,3
0.910658,0.095782,0.649673,0.000000,0.101277,2.289895,2.904897,0.218776,2
0.923464,0.094558,0.571461,0.000000,0.102585,2.277067,1.803066,0.169796,7
0.917334,0.096585,0.624914,0.000000,0.102974,2.273282,2.514460,0.205714,2
0.914467,0.127755,0.693781,0.000000,0.139570,1.969186,1.685443,0.222041,5
0.923639,0.095347,0.575830,0.000000,0.103468,2.268497,1.776813,0.169796,7
0.921009,0.119633,0.681423,0.000000,0.128080,2.055100,1.953151,0.222041,3
0.912627,0.101932,0.652572,0.000000,0.109555,2.211327,2.512642,0.218776,2
0.918717,0.089388,0.573091,0.000000,0.096902,2.334050,2.057397,0.173061,7
0.915669,0.115456,0.696172,0.000000,0.123006,2.095526,2.321033,0.235102,3
0.910888,0.098272,0.654927,0.000000,0.104106,2.262341,2.915025,0.225306,2
0.906735,0.124680,0.709017,0.000000,0.136629,1.990484,2.022350,0.241633,5
0.918477,0.081891,0.538714,0.000000,0.089420,2.414407,2.064225,0.160000,7
0.914763,0.112735,0.673033,0.000000,0.121827,2.105153,2.132440,0.222041,3
0.912602,0.100871,0.657050,0.000000,0.107309,2.232044,2.681779,0.222041,2
0.920727,0.088803,0.558956,0.000000,0.096727,2.335863,1.929803,0.166531,7
0.917338,0.119592,0.695343,0.000000,0.127514,2.059527,2.176475,0.235102,3
0.916567,0.098381,0.629336,0.000000,0.104477,2.258788,2.666458,0.215510,2
0.915832,0.076095,0.523274,0.000000,0.083121,2.487457,2.350806,0.160000,7
0.918972,0.118476,0.683586,0.000000,0.127190,2.062074,1.977029,0.222041,3
