68085.000000,1219410.000000,27993390.000000,715688100.000000,1071510.000000,18886065.000000,426820785.000000,18099390.000000,314868135.000000,323340000.000000,2
90780.000000,1574115.000000,34190655.000000,830805045.000000,1414485.000000,24689865.000000,539854635.000000,25326855.000000,444268395.000000,498451815.000000,0
88995.000000,1455795.000000,30936855.000000,749833875.000000,1426215.000000,23979435.000000,515883105.000000,25710885.000000,439420845.000000,501190005.000000,9
69615.000000,1235220.000000,28340190.000000,724313220.000000,1087320.000000,18966135.000000,428466045.000000,18267690.000000,314263275.000000,325173450.000000,2
89760.000000,1545810.000000,33536070.000000,814093620.000000,1362975.000000,23557920.000000,513751560.000000,23494935.000000,407899020.000000,442633335.000000,0
71655.000000,1275000.000000,29412210.000000,754800000.000000,1147500.000000,20207220.000000,460463700.000000,19844100.000000,346538880.000000,364216500.000000,2
92565.000000,1578450.000000,34455600.000000,842709720.000000,1427490.000000,24646770.000000,542947530.000000,25425540.000000,442563720.000000,499138020.000000,0
77775.000000,1280610.000000,26873430.000000,642841740.000000,1261740.000000,21337380.000000,453992820.000000,22357380.000000,385253490.000000,422380470.000000,9
70380.000000,1227825.000000,27825855.000000,706261005.000000,1113330.000000,18931200.000000,419658600.000000,18949560.000000,315116250.000000,341683680.000000,2
96135.000000,1649085.000000,35861415.000000,872967255.000000,1462680.000000,25298295.000000,555112815.000000,25943700.000000,452262645.000000,508139010.000000,0
65280.000000,1176315.000000,27020565.000000,691158885.000000,1028415.000000,18335265.000000,416390775.000000,17274975.000000,305522385.000000,305498415.000000,2
90525.000000,1559070.000000,33632970.000000,810219150.000000,1380060.000000,23947815.000000,520052355.000000,23764470.000000,415363635.000000,445672170.000000,0
78285.000000,1300500.000000,27849570.000000,677357010.000000,1261230.000000,21505935.000000,466524285.000000,22255380.000000,386651655.000000,419336790.000000,9
74715.000000,1224510.000000,25702980.000000,615741360.000000,1209210.000000,20152905.000000,427283865.000000,21454170.000000,361615245.000000,406936140.000000,9
66810.000000,1211760.000000,28003590.000000,717983100.000000,1044225.000000,18645855.000000,424859835.000000,17477955.000000,308674695.000000,308893995.000000,2
88995.000000,1530255.000000,33110985.000000,799989825.000000,1354815.000000,23351115.000000,507477795.000000,23395995.000000,404437395.000000,441000315.000000,0
83130.000000,1390260.000000,29879370.000000,726166560.000000,1319370.000000,22648590.000000,494083920.000000,22987740.000000,402383370.000000,428755470.000000,9
82620.000000,1334670.000000,27734310.000000,660013440.000000,1346145.000000,22112070.000000,463204950.000000,24091125.000000,400144470.000000,461733855.000000,9
72675.000000,1299735.000000,29805165.000000,761001345.000000,1144440.000000,20300805.000000,460905105.000000,19529430.000000,344453745.000000,354450510.000000,2
92565.000000,1599105.000000,34764915.000000,845332905.000000,1432590.000000,25011420.000000,548146470.000000,25504590.000000,449033580.000000,498904440.000000,0
71910.000000,1282905.000000,29270685.000000,742626045.000000,1176570.000000,20504295.000000,459549015.000000,20817690.000000,356162325.000000,391224060.000000,2
96900.000000,1675605.000000,36686085.000000,897057615.000000,1497360.000000,25855980.000000,567512190.000000,26928510.000000,465675390.000000,534114840.000000,0
79560.000000,1326765.000000,28674495.000000,704172045.000000,1278570.000000,21738750.000000,472262040.000000,22858200.000000,393805170.000000,439900500.000000,9
87210.000000,1420860.000000,29496870.000000,697485180.000000,1433100.000000,23557410.000000,489734130.000000,25821810.000000,427087260.000000,497543250.000000,9
71910.000000,1249500.000000,28188720.000000,710846670.000000,1120215.000000,19140045.000000,424679805.000000,18919215.000000,318590625.000000,340292145.000000,2
88230.000000,1489200.000000,31524630.000000,748914090.000000,1351500.000000,23023185.000000,491210835.000000,23360040.000000,401108115.000000,439912230.000000,0
71400.000000,1275000.000000,29333160.000000,751600770.000000,1138065.000000,20125875.000000,457825725.000000,19575075.000000,343740765.000000,357129285.000000,2
91290.000000,1578195.000000,34120785.000000,824295915.000000,1411425.000000,24606735.000000,535546155.000000,25136625.000000,440612205.000000,492304275.000000,0
52785.000000,877455.000000,18913095.000000,462685005.000000,833085.000000,13604505.000000,288683205.000000,13945695.000000,224444115.000000,245050155.000000,2
48450.000000,654330.000000,12771930.000000,297612030.000000,756585.000000,9684645.000000,179217825.000000,12485565.000000,149574585.000000,216105615.000000,7
66045.000000,1124805.000000,24685275.000000,610219335.000000,1127610.000000,19344555.000000,421443855.000000,20562180.000000,355283085.000000,393454800.000000,3
54825.000000,908310.000000,19556970.000000,477455880.000000,867510.000000,14073195.000000,297816285.000000,14564070.000000,232185405.000000,256655970.000000,2
47940.000000,631380.000000,11821800.000000,263930610.000000,757860.000000,9545925.000000,169741515.000000,12658710.000000,150702705.000000,221596530.000000,7
65280.000000,1113585.000000,24436395.000000,604749075.000000,1111290.000000,19089300.000000,415279740.000000,20198040.000000,349547880.000000,385156590.000000,3
53040.000000,882045.000000,19043655.000000,467290305.000000,827220.000000,13389540.000000,282301320.000000,13713900.000000,216793860.000000,238985490.000000,2
47940.000000,640560.000000,12347100.000000,284691180.000000,742050.000000,9352635.000000,169936335.000000,12163500.000000,143060355.000000,209501370.000000,7
52020.000000,854760.000000,18338070.000000,447876390.000000,813195.000000,12946350.000000,270609570.000000,13474965.000000,208345200.000000,234363105.000000,2
64260.000000,1054935.000000,22395885.000000,537830955.000000,978945.000000,16337340.000000,350691300.000000,16022925.000000,271162920.000000,278325105.000000,5
48195.000000,649485.000000,12515145.000000,287645355.000000,745365.000000,9487020.000000,172382550.000000,12206595.000000,145192920.000000,210061605.000000,7
60945.000000,1046775.000000,23060415.000000,571794915.000000,1012350.000000,17497590.000000,382200630.000000,17838780.000000,310184550.000000,328574640.000000,3
55335.000000,923610.000000,20189370.000000,498660150.000000,868020.000000,14022450.000000,298390800.000000,14637000.000000,229780500.000000,261107250.000000,2
46665.000000,644895.000000,12680385.000000,293958135.000000,709665.000000,9106050.000000,167364150.000000,11452305.000000,135197940.000000,194571375.000000,7
60945.000000,1019745.000000,22426995.000000,557257365.000000,1053150.000000,17697255.000000,384884505.000000,19336650.000000,325881585.000000,371056110.000000,3
54570.000000,899130.000000,19537080.000000,481885230.000000,867765.000000,13780710.000000,290895840.000000,14770875.000000,227100450.000000,265490445.000000,2
65535.000000,1088850.000000,23323830.000000,563261340.000000,974355.000000,16497480.000000,358407600.000000,15904605.000000,274253520.000000,279743415.000000,5
43095.000000,601035.000000,11847045.000000,274594965.000000,669120.000000,8796225.000000,163984125.000000,10863000.000000,133618725.000000,183502590.000000,7
59160.000000,1015665.000000,22652925.000000,568194315.000000,972315.000000,16694850.000000,366627270.000000,17037315.000000,293178090.000000,312631785.000000,3
55080.000000,922590.000000,20344920.000000,506172960.000000,873375.000000,14515110.000000,317258760.000000,14802495.000000,244504200.000000,264555105.000000,2
45900.000000,640050.000000,12595470.000000,290913180.000000,728025.000000,9750945.000000,183510495.000000,12116835.000000,153811665.000000,210071805.000000,7
62220.000000,1056210.000000,23423790.000000,586022640.000000,1074315.000000,18485715.000000,407218425.000000,19744905.000000,343577565.000000,379997175.000000,3
53550.000000,875160.000000,18877650.000000,461119050.000000,847875.000000,13541520.000000,286877040.000000,14266485.000000,223470270.000000,252262065.000000,2
41310.000000,576555.000000,11387535.000000,264444945.000000,643875.000000,8537145.000000,160783875.000000,10457805.000000,130404195.000000,176254215.000000,7
60690.000000,1033515.000000,22876815.000000,570147615.000000,1009800.000000,17376975.000000,381704655.000000,17829090.000000,309816075.000000,328861260.000000,3
56355.000000,935850.000000,20501490.000000,506411130.000000,881025.000000,14406735.000000,311575065.000000,14837685.000000,240260745.000000,264879465.000000,2
41820.000000,585480.000000,11552010.000000,267203280.000000,657645.000000,8787810.000000,165842310.000000,10763295.000000,135882870.000000,182531805.000000,7
61200.000000,1027395.000000,22854375.000000,574610625.000000,1052895.000000,17838015.000000,392975655.000000,19360875.000000,330786255.000000,373335555.000000,3
56100.000000,932790.000000,20645820.000000,517690290.000000,882555.000000,14261895.000000,308051985.000000,14984055.000000,236357205.000000,270017205.000000,2
41565.000000,576555.000000,11363055.000000,263995125.000000,646170.000000,8532810.000000,160400100.000000,10458060.000000,130244310.000000,175491510.000000,7
59670.000000,1015410.000000,22408890.000000,555545550.000000,997305.000000,17037570.000000,371426370.000000,17724795.000000,304229280.000000,329482185.000000,3
71910.000000,1243380.000000,28123440.000000,710159700.000000,1128630.000000,18830985.000000,413484795.000000,19541160.000000,316282365.000000,363593280.000000,2
93330.000000,1570290.000000,33271380.000000,789890550.000000,1439985.000000,24203835.000000,512383995.000000,24982095.000000,418804605.000000,471807885.000000,8
64515.000000,1085280.000000,24172980.000000,607303410.000000,1101600.000000,18581340.000000,407236020.000000,20124090.000000,340011900.000000,385639560.000000,3
86190.000000,1461660.000000,31649070.000000,768797970.000000,1372665.000000,23298585.000000,504519285.000000,24532275.000000,415655355.000000,475917465.000000,0
69105.000000,1210230.000000,27637920.000000,703256850.000000,1092165.000000,18736125.000000,420182625.000000,18750405.000000,315719835.000000,343051755.000000,2
92055.000000,1557285.000000,32951355.000000,781242225.000000,1420350.000000,24266055.000000,516772035.000000,24246420.000000,417398535.000000,446664120.000000,8
70125.000000,1201560.000000,27002970.000000,679323570.000000,1194420.000000,20639955.000000,457488615.000000,21988140.000000,382126425.000000,426754740.000000,3
90015.000000,1532040.000000,33073500.000000,799454580.000000,1391025.000000,23691285.000000,512738955.000000,24537375.000000,417109875.000000,473971305.000000,0
69615.000000,1202070.000000,26993790.000000,678045000.000000,1108740.000000,18777690.000000,414069510.000000,19198440.000000,320341710.000000,354345960.000000,2
89760.000000,1505775.000000,31780905.000000,754594725.000000,1406325.000000,23742030.000000,503186910.000000,24512895.000000,415804530.000000,462578925.000000,8
67320.000000,1125825.000000,24900495.000000,621814695.000000,1164330.000000,19767855.000000,433419675.000000,21614310.000000,371056365.000000,421876080.000000,3
84405.000000,1410150.000000,29902830.000000,712702560.000000,1322430.000000,22199790.000000,472166160.000000,23497230.000000,395055180.000000,455554950.000000,0
72420.000000,1260720.000000,28388640.000000,714124440.000000,1164075.000000,20043765.000000,445544415.000000,20541015.000000,350833335.000000,388261725.000000,2
93330.000000,1592220.000000,33962940.000000,809767290.000000,1519035.000000,26218590.000000,563308770.000000,27322485.000000,475864680.000000,529615365.000000,8
