0.49852508,0.39693809,0.60490555,0.55214721,0.48575950,0.50668448,0.44785276,0.48570785,0.48910338,0.48744330,0.03951261,2
0.76106197,0.16264075,0.83132976,0.29447854,0.73417723,0.24064171,0.70552146,0.73406845,0.74121958,0.73772335,0.16967872,0
0.74041295,0.15206383,0.86237270,0.14110430,0.69224685,0.24264705,0.85889572,0.69205201,0.70486379,0.69859999,0.14954351,9
0.51622421,0.37895331,0.62245035,0.53374231,0.50237340,0.48863637,0.46625766,0.50231737,0.50600159,0.50420034,0.04332264,2
0.74926251,0.17572597,0.81540471,0.33128834,0.72626585,0.25534758,0.66871166,0.72617280,0.73228973,0.72929913,0.15780580,0
0.53982300,0.35542995,0.64537174,0.50920248,0.52452534,0.46457219,0.49079755,0.52446342,0.52853251,0.52654308,0.04900594,2
0.78171092,0.14533158,0.84946936,0.26380369,0.75237340,0.21858288,0.73619634,0.75225478,0.76005828,0.75624305,0.19311756,0
0.61061949,0.26580539,0.75012738,0.29447854,0.57278478,0.37700534,0.70552146,0.57263178,0.58269542,0.57777524,0.07140624,9
0.52507377,0.36957598,0.63200319,0.52147239,0.51028478,0.47927809,0.47852761,0.51022500,0.51415873,0.51223546,0.04536838,2
0.82300884,0.12518223,0.86105829,0.28834355,0.79984176,0.18382353,0.71165645,0.79974806,0.80591029,0.80289751,0.25276071,0
0.46607670,0.42717791,0.57826316,0.56441718,0.45253164,0.53743315,0.43558282,0.45247686,0.45607972,0.45431826,0.03338841,2
0.75811207,0.17212279,0.81621206,0.34355828,0.73734176,0.24866310,0.65644169,0.73725778,0.74278247,0.74008137,0.16661392,0
0.61651915,0.24624866,0.77962947,0.19631901,0.56645572,0.36096257,0.80368096,0.56625319,0.57956964,0.57305914,0.07372814,9
0.57522124,0.27513483,0.75854206,0.17791411,0.51977849,0.39639038,0.82208592,0.51955426,0.53430146,0.52709144,0.05906414,9
0.48377582,0.41264817,0.58914477,0.57055217,0.47231013,0.52205884,0.42944786,0.47226375,0.47531351,0.47382247,0.03660006,2
0.74041295,0.18036179,0.81279713,0.32515338,0.71598101,0.26270053,0.67484665,0.71588218,0.72238088,0.71920359,0.14954351,0
0.67256635,0.20571293,0.81215084,0.19631901,0.62658226,0.31016043,0.80368096,0.62639630,0.63862765,0.63264763,0.10058625,9
0.66666669,0.21360278,0.80240035,0.22085890,0.62341774,0.31818181,0.77914113,0.62324280,0.63474661,0.62912232,0.09728898,9
0.55162239,0.34386384,0.65663302,0.49693251,0.53560126,0.45254010,0.50306749,0.53553647,0.53979796,0.53771448,0.05213787,2
0.78171092,0.14913230,0.84270716,0.28834355,0.75553799,0.22125669,0.71165645,0.75543213,0.76239389,0.75899023,0.19311756,0
0.54277289,0.35006124,0.65264076,0.49079755,0.52531648,0.45989305,0.50920248,0.52524585,0.52988911,0.52761894,0.04976971,2
0.83185840,0.12025157,0.86481762,0.28834355,0.80933547,0.17580214,0.71165645,0.80924433,0.81523526,0.81230623,0.26829776,0
0.63126844,0.23906207,0.78204888,0.22085890,0.58544302,0.35026738,0.77914113,0.58525771,0.59744680,0.59148747,0.07991115,9
0.71976399,0.18321283,0.82098711,0.25766870,0.68512660,0.27406418,0.74233127,0.68498647,0.69419974,0.68969530,0.13216862,9
0.54277289,0.35400814,0.64551997,0.51533741,0.52848101,0.46256685,0.48466256,0.52842319,0.53222471,0.53036612,0.04976971,2
0.73156345,0.18986754,0.80153233,0.34969324,0.70965189,0.27339572,0.65030676,0.70956326,0.71539152,0.71254206,0.14178696,0
0.53687316,0.35686067,0.64520806,0.50306749,0.52056962,0.46657753,0.49693251,0.52050370,0.52484030,0.52272010,0.04825458,2
