83130.000000,1448400.000000,30077250.000000,690392100.000000,1264545.000000,22060560.000000,457343010.000000,22698315.000000,395847720.000000,453895155.000000,7
75735.000000,1074570.000000,19717110.000000,419136360.000000,1092675.000000,14649495.000000,253303485.000000,17684505.000000,224011125.000000,314868135.000000,15
85935.000000,1387965.000000,28093605.000000,639166935.000000,1265055.000000,20289585.000000,408144585.000000,20458395.000000,325783155.000000,356319915.000000,17
85425.000000,1516485.000000,31944615.000000,741877365.000000,1314270.000000,23451585.000000,495913545.000000,23719080.000000,424653795.000000,475087950.000000,7
78285.000000,1125315.000000,20941365.000000,452313135.000000,1109250.000000,15061575.000000,263638125.000000,17771460.000000,227841735.000000,315037710.000000,15
87210.000000,1372410.000000,27511950.000000,625569570.000000,1309170.000000,20431620.000000,405255180.000000,21931020.000000,339811980.000000,399113760.000000,17
80835.000000,1360425.000000,27679995.000000,627887775.000000,1272960.000000,21490635.000000,438079545.000000,23193780.000000,391689945.000000,464904270.000000,7
71145.000000,1005975.000000,18380145.000000,390732165.000000,1008015.000000,13539225.000000,234483975.000000,15792405.000000,201127935.000000,269698965.000000,15
83640.000000,1340280.000000,27029490.000000,614434230.000000,1242870.000000,19877505.000000,399386865.000000,20192940.000000,321782715.000000,352172850.000000,17
92820.000000,1588650.000000,32908260.000000,758280750.000000,1459365.000000,24917070.000000,514354890.000000,26936415.000000,459347310.000000,551495895.000000,7
83895.000000,1250775.000000,23810625.000000,521072865.000000,1149795.000000,16091265.000000,287320995.000000,18078225.000000,237795405.000000,317812365.000000,15
95625.000000,1549380.000000,31689870.000000,732438030.000000,1398420.000000,22415010.000000,455276490.000000,23167770.000000,368416350.000000,420249690.000000,17
78285.000000,1328805.000000,27110325.000000,614913885.000000,1203600.000000,20461710.000000,417806280.000000,21136440.000000,359703510.000000,406604640.000000,7
71655.000000,1010055.000000,18430635.000000,391124865.000000,1047795.000000,13979865.000000,240863565.000000,17056695.000000,214666395.000000,304215765.000000,15
82620.000000,1334160.000000,26995320.000000,616395690.000000,1255110.000000,20210280.000000,407901060.000000,20794740.000000,333872520.000000,368970720.000000,17
84150.000000,1494810.000000,31537890.000000,733983840.000000,1300245.000000,23198880.000000,491121840.000000,23607645.000000,422712990.000000,475907775.000000,7
78540.000000,1128885.000000,20991345.000000,453012855.000000,1114095.000000,15129405.000000,264587745.000000,17863515.000000,229130505.000000,316786755.000000,15
92055.000000,1493280.000000,30729030.000000,714300390.000000,1398930.000000,22630485.000000,464549565.000000,23730300.000000,383182125.000000,437378550.000000,17
79560.000000,1378020.000000,28510530.000000,654330000.000000,1204620.000000,20972985.000000,434554425.000000,20714160.000000,362085465.000000,389813910.000000,7
72165.000000,1037085.000000,19009995.000000,403339875.000000,1042695.000000,14198145.000000,246464895.000000,16943475.000000,217930905.000000,303453315.000000,15
84660.000000,1358640.000000,27247260.000000,616499730.000000,1274490.000000,20381895.000000,407624895.000000,21237930.000000,337945125.000000,382740210.000000,17
81855.000000,1414485.000000,29347185.000000,676165905.000000,1231140.000000,21021690.000000,430704180.000000,22014150.000000,372957390.000000,439622040.000000,7
77010.000000,1155660.000000,21799440.000000,470896260.000000,1087065.000000,15208200.000000,266338320.000000,17473365.000000,229893720.000000,311736735.000000,15
90525.000000,1472625.000000,30196845.000000,699141915.000000,1375470.000000,22063365.000000,447473235.000000,23277420.000000,369469245.000000,426920490.000000,17
77775.000000,1358640.000000,28263690.000000,650793150.000000,1168665.000000,20583090.000000,429726510.000000,19978485.000000,354146040.000000,374300475.000000,7
71910.000000,1020510.000000,18571650.000000,393243660.000000,1059270.000000,14228490.000000,244419030.000000,17384370.000000,220806030.000000,312071550.000000,15
84660.000000,1350990.000000,27147300.000000,617257080.000000,1308405.000000,20845485.000000,418210455.000000,22283175.000000,354301335.000000,409002915.000000,17
81600.000000,1396890.000000,28605900.000000,650578950.000000,1247715.000000,21587535.000000,444875805.000000,22233195.000000,387152985.000000,438154515.000000,7
68340.000000,983535.000000,18069045.000000,385463355.000000,977670.000000,13345680.000000,232384050.000000,15422400.000000,199374810.000000,264589020.000000,15
84660.000000,1327785.000000,26486595.000000,599259435.000000,1294125.000000,20238840.000000,401596950.000000,21807345.000000,338947020.000000,396557385.000000,17
90270.000000,1553715.000000,32486235.000000,758392695.000000,1383885.000000,23959035.000000,502364025.000000,24410895.000000,424105545.000000,474715395.000000,7
