0.916866,0.183347,0.702593,0.000000,0.202093,1.599026,0.954513,0.225306,7
0.931787,0.171007,0.675730,0.000000,0.186106,1.681437,0.897697,0.199184,15
0.924784,0.192966,0.761952,0.000000,0.209265,1.564155,0.945472,0.231837,17
0.917414,0.190463,0.701649,0.000000,0.209710,1.562029,0.902845,0.225306,7
0.931536,0.178816,0.686945,0.000000,0.194545,1.637094,0.840503,0.199184,15
0.920276,0.191524,0.787233,0.000000,0.208091,1.569779,1.058016,0.248163,17
0.915762,0.176000,0.695991,0.000000,0.194455,1.637552,1.012126,0.225306,7
0.933627,0.159986,0.654378,0.000000,0.174084,1.748215,0.919949,0.189388,15
0.923477,0.184857,0.765193,0.000000,0.200544,1.606721,1.030486,0.235102,17
0.918713,0.212068,0.734911,0.000000,0.232055,1.460781,0.810763,0.231837,7
0.933269,0.195143,0.712945,0.000000,0.210965,1.556064,0.782553,0.205714,15
0.921930,0.218000,0.800940,0.000000,0.236065,1.443647,0.874026,0.248163,17
0.918007,0.169918,0.705204,0.000000,0.187039,1.676440,1.050594,0.222041,7
0.929775,0.158231,0.667777,0.000000,0.172550,1.757067,1.006387,0.199184,15
0.923620,0.181782,0.760324,0.000000,0.197139,1.623846,1.058016,0.235102,17
0.916668,0.185565,0.704535,0.000000,0.204408,1.587638,0.958856,0.228571,7
0.932211,0.179837,0.689210,0.000000,0.195387,1.632773,0.835165,0.199184,15
0.920927,0.205238,0.804325,0.000000,0.222072,1.504752,0.996480,0.254694,17
0.919129,0.174231,0.714434,0.000000,0.191292,1.653953,1.014920,0.222041,7
0.928651,0.158653,0.676905,0.000000,0.173163,1.753520,1.026173,0.202449,15
0.921926,0.185265,0.784728,0.000000,0.200664,1.606125,1.096564,0.244898,17
0.915603,0.178218,0.698013,0.000000,0.196769,1.625727,1.016105,0.228571,7
0.931548,0.174449,0.696116,0.000000,0.189268,1.664591,0.896912,0.202449,15
0.920735,0.201932,0.790894,0.000000,0.219142,1.518034,0.977407,0.248163,17
0.918316,0.168503,0.710594,0.000000,0.185335,1.685591,1.065538,0.222041,7
0.931493,0.159401,0.671141,0.000000,0.173400,1.752156,0.998867,0.199184,15
0.921045,0.184272,0.790249,0.000000,0.199558,1.611650,1.129129,0.248163,17
0.915569,0.177714,0.717245,0.000000,0.195918,1.630057,1.022870,0.228571,7
0.931907,0.150544,0.659073,0.000000,0.163673,1.809885,1.036895,0.192653,15
0.921165,0.184789,0.778604,0.000000,0.200664,1.606125,1.096564,0.244898,17
0.914133,0.199456,0.778537,0.000000,0.218294,1.521914,0.983190,0.248163,7
0.914968,0.191129,0.770717,0.000000,0.209184,1.564543,1.028343,0.244898,7
0.916200,0.204707,0.766527,0.000000,0.223828,1.496876,0.909364,0.241633,7
0.914205,0.189524,0.789434,0.000000,0.206993,1.575070,1.088522,0.251429,7
0.913408,0.187401,0.752284,0.000000,0.206020,1.579781,1.031213,0.241633,7
0.915167,0.162531,0.715822,0.000000,0.179107,1.719772,1.149644,0.225306,7
0.916313,0.165388,0.679621,0.000000,0.183023,1.698144,1.061821,0.218775,7
0.916580,0.164286,0.695846,0.000000,0.181318,1.707502,1.077303,0.218776,7
0.917434,0.189918,0.732958,0.000000,0.208418,1.568211,0.951284,0.231837,7
0.909844,0.138531,0.681455,0.000000,0.153810,1.872038,1.503784,0.228571,7
0.911476,0.164027,0.720418,0.000000,0.181487,1.706570,1.230752,0.238367,7
0.918468,0.188966,0.768709,0.000000,0.206140,1.579201,1.095528,0.251429,16
0.930605,0.182531,0.695803,0.000000,0.198549,1.616721,0.835422,0.202449,15
0.919068,0.221184,0.816528,0.000000,0.239227,1.430343,0.873725,0.251429,13
0.920599,0.189510,0.760938,0.000000,0.206387,1.578002,1.071549,0.248163,16
0.931121,0.171102,0.696150,0.000000,0.185662,1.683828,0.945656,0.205714,15
0.918953,0.203946,0.801904,0.000000,0.220839,1.510323,0.966035,0.248163,13
0.920264,0.188707,0.771137,0.000000,0.205534,1.582142,1.078440,0.248163,16
0.930919,0.165633,0.681281,0.000000,0.179957,1.715038,0.967670,0.202449,15
0.916812,0.193143,0.802898,0.000000,0.209551,1.562787,1.068002,0.251429,13
0.919336,0.190259,0.785855,0.000000,0.206743,1.576277,1.112680,0.254694,16
0.930600,0.142286,0.642666,0.000000,0.155396,1.861778,1.094193,0.189388,15
0.917359,0.194612,0.762689,0.000000,0.212958,1.546660,1.041760,0.251429,16
0.928054,0.159810,0.676241,0.000000,0.174625,1.745113,1.038212,0.205714,15
0.918593,0.219646,0.821404,0.000000,0.237321,1.438342,0.901382,0.254694,13
0.919361,0.194639,0.770776,0.000000,0.212107,1.550666,1.048205,0.251429,16
0.930156,0.178435,0.680414,0.000000,0.194545,1.637094,0.840503,0.199184,15
0.919063,0.209932,0.787468,0.000000,0.228053,1.478176,0.884310,0.241633,13
0.919351,0.194082,0.784548,0.000000,0.211255,1.554689,1.054726,0.251429,16
0.930401,0.178395,0.678782,0.000000,0.194545,1.637094,0.840503,0.199184,15
0.919202,0.211020,0.808045,0.000000,0.228461,1.476391,0.917834,0.248163,13
