0.120161,0.003988,0.011676,0.003163,-0.000188,0.000016,0.000042,7
0.111412,0.028643,0.403097,0.044929,0.059608,0.002394,0.010139,15
0.101716,0.027198,0.005150,0.000579,0.000002,0.000027,0.000010,17
0.116788,0.004474,0.003158,0.004563,-0.000132,0.000015,-0.000112,7
0.111274,0.027885,0.433318,0.049045,0.069577,0.002568,0.016467,15
0.107720,0.023061,0.024572,0.007958,0.000994,0.000376,0.000501,17
0.121393,0.006317,0.003327,0.000073,-0.000000,-0.000001,-0.000000,7
0.111946,0.035274,0.429041,0.074644,0.132233,0.004429,0.018924,15
0.104015,0.029957,0.010642,0.001803,0.000070,0.000098,0.000036,17
0.112696,0.004035,0.004495,0.000357,0.000002,-0.000006,0.000004,7
0.106319,0.025231,0.314307,0.020762,0.014228,0.000971,0.008879,15
0.101738,0.018181,0.004261,0.004437,0.000039,0.000145,0.000189,17
0.117268,0.009864,0.000346,0.000139,0.000000,-0.000004,-0.000000,7
0.115452,0.032382,0.520345,0.060721,0.106223,0.003424,0.019136,15
0.105171,0.029779,0.007046,0.004687,0.000240,0.000253,0.000123,17
0.120057,0.004379,0.004541,0.003976,-0.000140,0.000002,-0.000094,7
0.110650,0.027449,0.428402,0.048877,0.069258,0.002546,0.014335,15
0.105932,0.022688,0.004111,0.003863,0.000037,0.000159,0.000149,17
0.112444,0.011843,0.004733,0.000065,-0.000000,-0.000001,0.000000,7
0.114902,0.027428,0.447006,0.044897,0.058458,0.002207,0.025063,15
0.104572,0.022438,0.011370,0.003500,0.000108,0.000141,0.000193,17
0.125392,0.004980,0.023149,0.000535,0.000013,-0.000008,0.000013,7
0.111041,0.029301,0.390482,0.032866,0.037041,0.001776,0.003764,15
0.105174,0.022799,0.006018,0.004383,0.000169,0.000209,0.000149,17
0.114857,0.012498,0.006250,0.000554,-0.000009,0.000008,-0.000004,7
0.113515,0.029599,0.477035,0.071783,0.131942,0.003874,0.015360,15
0.106741,0.024217,0.010129,0.006898,0.000477,0.000329,0.000324,17
0.117859,0.005805,0.002690,0.000537,0.000006,-0.000013,-0.000000,7
0.114554,0.037791,0.457044,0.083604,0.161570,0.005114,0.024548,15
0.107253,0.025773,0.031189,0.005629,0.000685,0.000286,0.000295,17
0.109701,0.009900,0.003673,0.000924,-0.000009,-0.000012,-0.000014,7
0.114124,0.009185,0.003143,0.000927,-0.000003,-0.000026,-0.000015,7
0.108898,0.009288,0.016728,0.000152,-0.000002,0.000002,-0.000000,7
0.117541,0.009227,0.028929,0.001457,0.000079,0.000036,-0.000052,7
0.117921,0.010562,0.005355,0.002671,0.000002,-0.000086,-0.000101,7
0.112346,0.018701,0.005922,0.000501,-0.000008,0.000003,-0.000004,7
0.117090,0.011879,0.006021,0.001181,-0.000024,0.000026,0.000020,7
0.110171,0.016239,0.003401,0.001768,-0.000012,0.000039,0.000042,7
0.114926,0.013368,0.008418,0.000795,0.000012,-0.000024,0.000017,7
0.131067,0.026393,0.024035,0.004755,-0.000296,0.000097,0.000414,7
0.129048,0.015256,0.005027,0.004732,0.000221,-0.000185,-0.000068,7
0.125812,0.025487,0.009030,0.014997,0.001745,0.000436,-0.000048,16
0.108714,0.027182,0.367606,0.028211,0.028712,0.001470,-0.000993,15
0.099632,0.006441,0.000239,0.001270,-0.000007,-0.000007,-0.000001,13
0.123624,0.029263,0.003250,0.005176,0.000207,0.000175,-0.000045,16
0.113700,0.031133,0.464588,0.045171,0.065070,0.002513,0.006923,15
0.100283,0.007100,0.002516,0.000252,-0.000001,-0.000004,0.000002,13
0.125013,0.031041,0.002502,0.008655,0.000395,0.000397,-0.000081,16
0.111793,0.027482,0.483914,0.050731,0.078815,0.002649,0.010314,15
0.103939,0.009400,0.001246,0.001033,-0.000008,-0.000018,0.000009,13
0.125520,0.033012,0.008047,0.012866,0.001307,0.000559,-0.000070,16
0.115338,0.036035,0.470929,0.077648,0.148064,0.004660,0.011125,15
0.128266,0.025445,0.002976,0.009410,0.000498,0.000420,-0.000005,16
0.117668,0.026370,0.543430,0.054578,0.089996,0.002752,0.027121,15
0.099251,0.007360,0.003927,0.001125,-0.000020,0.000005,-0.000012,13
0.124693,0.031572,0.008345,0.014633,0.001537,0.000580,-0.000501,16
0.110458,0.027860,0.414237,0.035670,0.042917,0.001877,0.006178,15
0.097494,0.011579,0.003729,0.001361,0.000007,0.000041,-0.000030,13
0.121582,0.029757,0.002478,0.009059,0.000381,0.000347,-0.000198,16
0.111690,0.029812,0.419886,0.036248,0.044643,0.001976,0.002603,15
0.100652,0.005886,0.000254,0.001139,-0.000006,-0.000020,0.000002,13
0.125090,0.031530,0.003547,0.005810,0.000256,0.000195,-0.000062,16
0.116935,0.031993,0.503954,0.057333,0.097047,0.003239,0.008889,15
0.101975,0.008441,0.003075,0.000375,-0.000004,-0.000001,0.000001,13
0.126504,0.032447,0.005102,0.009229,0.000617,0.000395,-0.000144,16
0.115025,0.030071,0.533171,0.058032,0.101729,0.003181,0.008427,15
0.102961,0.008298,0.003830,0.000282,-0.000001,-0.000007,0.000003,13
