0.55128205,0.29257721,0.70226419,0.44387755,0.52768284,0.42788172,0.55612242,0.52758795,0.53383696,0.53077924,0.01057039,7
0.47692308,0.38794419,0.59515929,0.61734694,0.47163364,0.51840675,0.38265306,0.47161236,0.47301298,0.47232765,0.00656951,15
0.57948720,0.28014675,0.70238155,0.49489796,0.56459332,0.40736270,0.50510204,0.56453341,0.56847727,0.56654751,0.01275856,17
0.57435900,0.27357250,0.71790779,0.43877551,0.55160630,0.40555221,0.56122446,0.55151480,0.55753964,0.55459166,0.01232464,7
0.50256413,0.36368468,0.61605889,0.60714287,0.49760765,0.49305975,0.39285713,0.49758774,0.49890018,0.49825799,0.00771935,15
0.59230769,0.25901982,0.73005134,0.43367347,0.57006150,0.38805071,0.56632656,0.56997210,0.57586277,0.57298040,0.01392291,17
0.52820516,0.31126702,0.68769360,0.44387755,0.50307590,0.44960773,0.55612242,0.50297487,0.50962895,0.50637305,0.00909462,7
0.43076923,0.43894002,0.54595482,0.66326529,0.42857143,0.56729031,0.33673468,0.42856258,0.42914456,0.42885980,0.00493682,15
0.55641025,0.29710126,0.69030863,0.48979592,0.53930283,0.42848521,0.51020408,0.53923404,0.54376400,0.54154742,0.01093410,17
0.64871794,0.21592404,0.76579630,0.41836736,0.62816131,0.33313218,0.58163267,0.62807870,0.63352197,0.63085854,0.02078079,7
0.55897439,0.31543404,0.65520692,0.59693879,0.55639100,0.43874472,0.40306121,0.55638057,0.55706465,0.55672991,0.01112129,15
0.67692310,0.19816433,0.77826875,0.42346939,0.65892005,0.30718166,0.57653064,0.65884763,0.66361481,0.66128218,0.02568837,17
0.50256413,0.33945307,0.65920675,0.47959185,0.48051947,0.47797224,0.52040815,0.48043087,0.48626819,0.48341191,0.00771935,7
0.43589744,0.42622939,0.56407404,0.62244898,0.42857143,0.55763429,0.37755102,0.42854199,0.43048188,0.42953268,0.00509505,15
0.54615384,0.30622625,0.68229991,0.49489796,0.52904987,0.43874472,0.50510204,0.52898115,0.53351021,0.53129411,0.01022038,17
0.56153846,0.28257602,0.71186543,0.43367347,0.53725225,0.41701871,0.56632656,0.53715461,0.54358548,0.54043877,0.01131215,7
0.50512820,0.36248031,0.61596447,0.61224490,0.50102532,0.49124923,0.38775510,0.50100881,0.50209522,0.50156361,0.00784593,15
0.64102566,0.22119011,0.76179594,0.41836736,0.61995900,0.34037417,0.58163267,0.61987430,0.62545264,0.62272310,0.01964222,17
0.51538461,0.32955718,0.66603923,0.48469388,0.49487355,0.46650574,0.51530612,0.49479109,0.50022233,0.49756476,0.00837569,7
0.44102564,0.41850808,0.57314569,0.60714287,0.43198907,0.55099577,0.39285713,0.43195274,0.43434557,0.43317473,0.00525854,15
0.56666666,0.28427848,0.70496017,0.46428570,0.54682159,0.41581172,0.53571427,0.54674184,0.55199671,0.54942542,0.01170524,17
0.53846157,0.30098373,0.69754314,0.43367347,0.51264524,0.43874472,0.56632656,0.51254147,0.51937753,0.51603258,0.00971971,7
0.48974359,0.37571600,0.60570103,0.61224490,0.48462063,0.50573325,0.38775510,0.48460004,0.48595658,0.48529282,0.00711918,15
0.62564105,0.23382629,0.75027966,0.42857143,0.60492140,0.35606518,0.57142860,0.60483807,0.61032456,0.60763997,0.01757935,17
0.49743590,0.34480679,0.65407926,0.48469388,0.47573480,0.48340374,0.51530612,0.47564754,0.48139390,0.47858217,0.00747288,7
0.43846154,0.42581016,0.56240904,0.63265306,0.43267259,0.55642730,0.36734694,0.43264931,0.43418220,0.43343216,0.00517612,15
0.56666666,0.28237227,0.70831275,0.45408162,0.54545456,0.41460469,0.54591835,0.54536927,0.55098617,0.54823774,0.01170524,17
0.53589743,0.30401689,0.69426805,0.43877551,0.51059467,0.44176221,0.56122446,0.51049292,0.51719302,0.51391459,0.00955902,7
0.40256411,0.46592075,0.52455205,0.66326529,0.39849624,0.59384429,0.33673468,0.39847988,0.39955705,0.39902997,0.00415209,15
0.56666666,0.28237227,0.70831275,0.45408162,0.54545456,0.41460469,0.54591835,0.54536927,0.55098617,0.54823774,0.01170524,17
0.62307692,0.22622107,0.76538467,0.37755102,0.59535199,0.35244417,0.62244898,0.59524053,0.60258198,0.59898978,0.01726096,7
0.59230769,0.25240639,0.74159962,0.39795917,0.56527680,0.38382620,0.60204083,0.56516814,0.57232583,0.56882352,0.01392291,7
0.63333333,0.22275347,0.76435858,0.39795917,0.60902256,0.34520218,0.60204083,0.60892481,0.61536223,0.61221236,0.01857694,7
0.59230769,0.25052565,0.74486321,0.38775510,0.56390977,0.38261920,0.61224490,0.56379563,0.57131529,0.56763583,0.01392291,7
0.57948720,0.26114348,0.73574799,0.39285713,0.55092275,0.39529270,0.60714287,0.55080795,0.55837166,0.55467063,0.01275856,7
